fine,coarse,product_name,brand,size,unit_price_sgd,per_unit_sgd,image_source,image_url,source_url,local_path,scrape_date
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-34265.jpg?w=2000,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-34265.jpg?w=2000,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_060.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-photo/colorful-marigold-flower-garden_1141943-89.jpg?w=2000,https://img.freepik.com/premium-photo/colorful-marigold-flower-garden_1141943-89.jpg?w=2000,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_062.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://static.vecteezy.com/system/resources/thumbnails/012/632/904/small_2x/marigold-flower-garden-with-rock-free-photo.jpg,https://static.vecteezy.com/system/resources/thumbnails/012/632/904/small_2x/marigold-flower-garden-with-rock-free-photo.jpg,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_064.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://img.staticmb.com/mbcontent/images/crop/uploads/2023/9/marigold-flower_0_1200.jpg,https://img.staticmb.com/mbcontent/images/crop/uploads/2023/9/marigold-flower_0_1200.jpg,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_066.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://static.vecteezy.com/system/resources/previews/010/218/071/large_2x/marigold-flowers-in-garden-free-photo.jpg,https://static.vecteezy.com/system/resources/previews/010/218/071/large_2x/marigold-flowers-in-garden-free-photo.jpg,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_068.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-34196.jpg?w=2000,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-34196.jpg?w=2000,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_070.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-33526.jpg?w=2000,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-33526.jpg?w=2000,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_072.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://static.vecteezy.com/system/resources/previews/012/466/703/large_2x/marigold-flower-garden-free-photo.jpeg,https://static.vecteezy.com/system/resources/previews/012/466/703/large_2x/marigold-flower-garden-free-photo.jpeg,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_074.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-30269.jpg?w=2000,https://img.freepik.com/premium-photo/marigold-flower-garden_51524-30269.jpg?w=2000,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_076.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://c8.alamy.com/comp/WW4F1B/beautiful-marigolds-bloom-in-the-summer-garden-on-a-bright-sunny-day-WW4F1B.jpg,https://c8.alamy.com/comp/WW4F1B/beautiful-marigolds-bloom-in-the-summer-garden-on-a-bright-sunny-day-WW4F1B.jpg,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_078.jpg,2026-07-09
Marigold-HL-Milk,Dairy,Marigold-HL-Milk (Bing: Marigold HL milk carton Singapore product),,,,,bing,https://cdn.pixabay.com/photo/2017/09/21/18/58/marigold-2772961_1280.jpg,https://cdn.pixabay.com/photo/2017/09/21/18/58/marigold-2772961_1280.jpg,sg_dataset/images/Dairy/Marigold-HL-Milk/Marigold-HL-Milk_080.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Fresh Milk,Meiji,830ml,3.53,3.53,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/197386_XL1_20260601.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-fresh-milk-830ml-197386,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_001.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Fresh Milk,Meiji,830ml,3.53,3.53,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/197386_LXL1_20230413.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-fresh-milk-830ml-197386,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_003.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Fresh Milk,Meiji,830ml,3.53,3.53,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/197386_BXL1_20230413.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-fresh-milk-830ml-197386,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_005.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Fresh Milk - 4.3 Deluxe,Meiji,946ml,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13099521_XL1_20240506.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-fresh-milk-4-3-deluxe-946ml-13099521,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_007.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Fresh Milk - 4.3 Deluxe,Meiji,946ml,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13099521_LXL1_20230331.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-fresh-milk-4-3-deluxe-946ml-13099521,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_009.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Fresh Milk - 4.3 Deluxe,Meiji,946ml,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13099521_RXL1_20230331.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-fresh-milk-4-3-deluxe-946ml-13099521,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_011.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Fresh Milk - 4.3 Deluxe,Meiji,946ml,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13099521_BXL1_20230331.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-fresh-milk-4-3-deluxe-946ml-13099521,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_013.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Lactose Free Milk,Meiji,946ml,5.8,5.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13188250_XL1_20240506.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-lactose-free-milk-946ml-13188250,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_015.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Lactose Free Milk,Meiji,946ml,5.8,5.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13188250_LXL1_20230108.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-lactose-free-milk-946ml-13188250,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_017.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Lactose Free Milk,Meiji,946ml,5.8,5.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13188250_RXL1_20210510.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-lactose-free-milk-946ml-13188250,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_019.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Pasteurized Lactose Free Milk,Meiji,946ml,5.8,5.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13188250_BXL1_20210510.jpg,https://www.fairprice.com.sg/product/meiji-pasteurized-lactose-free-milk-946ml-13188250,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_021.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji Fresh Milk - Regular,Meiji,2L,6.97,6.97,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10238055_XL1_20260601.jpg,https://www.fairprice.com.sg/product/meiji-fresh-milk-2lt-10238055,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_023.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_E6CE07378D66CDC7C37DC8F5F6309E99.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_E6CE07378D66CDC7C37DC8F5F6309E99.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_026.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_EFC168AD0B49430D2F510BFE417BAC57.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_EFC168AD0B49430D2F510BFE417BAC57.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_028.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_B9AC1AE44888BAB7A230CF6D7C4D6129.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_B9AC1AE44888BAB7A230CF6D7C4D6129.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_030.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_C75DF95DABC54611B2DA3E64044EF6C1.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_C75DF95DABC54611B2DA3E64044EF6C1.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_032.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_E7457781D5E3C79B733CE4475AEF5ADE.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_E7457781D5E3C79B733CE4475AEF5ADE.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_034.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_F01A7BE6FCC69E31C90C122D6CCEF5CA.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_F01A7BE6FCC69E31C90C122D6CCEF5CA.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_036.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_FBF54E2776C3076AA8E1DDF1CCEA498A.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_FBF54E2776C3076AA8E1DDF1CCEA498A.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_038.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_1241EE99656C69054104FE5DB27C7BA7.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_1241EE99656C69054104FE5DB27C7BA7.jpg,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_040.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_41D4D0C0400B4B80797C0EC7062E3619.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_41D4D0C0400B4B80797C0EC7062E3619.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_042.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_B9E7883E1BB68A770CDEBB476E1F8149.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_B9E7883E1BB68A770CDEBB476E1F8149.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_044.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_3883A84163B2799CDE1EF5ADF00555DB.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_3883A84163B2799CDE1EF5ADF00555DB.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_046.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_F9835A9E81A7BF596DB4914FF382DF2E.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_F9835A9E81A7BF596DB4914FF382DF2E.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_048.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-vector/claw-excavator-clipart-vector-art-illustration_761413-29450.jpg?w=2000,https://img.freepik.com/premium-vector/claw-excavator-clipart-vector-art-illustration_761413-29450.jpg?w=2000,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_052.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_E9E0370DBEA3401D0AC73912EBE8BC15.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_E9E0370DBEA3401D0AC73912EBE8BC15.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_054.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_AEFCD216E6CE2B9FE707ECE9D222D45F.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_AEFCD216E6CE2B9FE707ECE9D222D45F.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_056.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_15F6CC77E1CC3C0EFA8E06167FA6F2B1.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_15F6CC77E1CC3C0EFA8E06167FA6F2B1.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_058.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-vector/lift-machine-icon-flat-illustration-of-lift-machine-vector-icon-for-web-design_98402-26755.jpg,https://img.freepik.com/premium-vector/lift-machine-icon-flat-illustration-of-lift-machine-vector-icon-for-web-design_98402-26755.jpg,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_060.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_F8881DCE7C2C1F80A79AD42A3CF3FB9B.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_F8881DCE7C2C1F80A79AD42A3CF3FB9B.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_062.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_B4E36697D1641E915F2C990B29678E40.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_B4E36697D1641E915F2C990B29678E40.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_064.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://cdn.crowdpic.net/detail-thumb/thumb_d_658F149C775303485E1C0435A9C3CFF9.png,https://cdn.crowdpic.net/detail-thumb/thumb_d_658F149C775303485E1C0435A9C3CFF9.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_066.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://assets.stickpng.com/images/6002f96851c2ec00048c6c71.png,https://assets.stickpng.com/images/6002f96851c2ec00048c6c71.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_069.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://static.vecteezy.com/system/resources/previews/022/101/036/large_2x/google-meet-logo-transparent-free-png.png,https://static.vecteezy.com/system/resources/previews/022/101/036/large_2x/google-meet-logo-transparent-free-png.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_071.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://pngate.com/wp-content/uploads/2025/03/google-meet-logo-main-icon-1.png,https://pngate.com/wp-content/uploads/2025/03/google-meet-logo-main-icon-1.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_073.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://static.vecteezy.com/system/resources/previews/058/072/277/non_2x/google-meet-app-icon-on-transparent-background-free-png.png,https://static.vecteezy.com/system/resources/previews/058/072/277/non_2x/google-meet-app-icon-on-transparent-background-free-png.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_076.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://www.vhv.rs/dpng/d/413-4133190_google-meet-icon-png-download-google-meet-logo.png,https://www.vhv.rs/dpng/d/413-4133190_google-meet-icon-png-download-google-meet-logo.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_078.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://image.pngaaa.com/604/2541604-middle.png,https://image.pngaaa.com/604/2541604-middle.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_080.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://static.vecteezy.com/system/resources/previews/054/650/823/large_2x/google-meet-logo-glossy-rounded-google-meet-logo-free-png.png,https://static.vecteezy.com/system/resources/previews/054/650/823/large_2x/google-meet-logo-glossy-rounded-google-meet-logo-free-png.png,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_082.jpg,2026-07-09
Meiji-Fresh-Milk,Dairy,Meiji-Fresh-Milk (Bing: Meiji fresh milk carton Singapore product),,,,,bing,https://img.freepik.com/premium-psd/google-meet-3d-icon_68185-1113.jpg,https://img.freepik.com/premium-psd/google-meet-3d-icon_68185-1113.jpg,sg_dataset/images/Dairy/Meiji-Fresh-Milk/Meiji-Fresh-Milk_084.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread - Wholemeal,Gardenia,400g,3.0,3.0,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12686775_XL1_20250801.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-wholemeal-white-bread-400g-12686775,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_001.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread - Wholemeal,Gardenia,400g,3.0,3.0,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12686775_LXL1_20250801.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-wholemeal-white-bread-400g-12686775,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_003.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread - Wholemeal,Gardenia,400g,3.0,3.0,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12686775_BXL1_20250801.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-wholemeal-white-bread-400g-12686775,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_005.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread,Gardenia,400g,2.5,2.5,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/93964_XL1_20240418.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-white-bread-400g-93964,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_007.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread,Gardenia,400g,2.5,2.5,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/93964_LXL1_20240418.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-white-bread-400g-93964,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_009.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread,Gardenia,400g,2.5,2.5,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/93964_BXL1_20240418.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-white-bread-400g-93964,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_011.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread,Gardenia,600g,3.2,3.2,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10099606_XL1_20250616.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-white-bread-600g-10099606,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_013.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia Enriched White Bread,Gardenia,600g,3.2,3.2,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10099606_BXL1.jpg,https://www.fairprice.com.sg/product/gardenia-enriched-white-bread-600g-10099606,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_015.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia White Bread - Wholemeal (Super Soft & Fine),Gardenia,600g,4.1,4.1,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13067118_XL1_20250801.jpg,https://www.fairprice.com.sg/product/13067118,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_017.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia White Bread - Wholemeal (Super Soft & Fine),Gardenia,600g,4.1,4.1,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13067118_LXL1_20250801.jpg,https://www.fairprice.com.sg/product/13067118,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_019.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia White Bread - Wholemeal (Super Soft & Fine),Gardenia,600g,4.1,4.1,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13067118_RXL1_20250801.jpg,https://www.fairprice.com.sg/product/13067118,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_021.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia White Bread - High Fibre,Gardenia,400g,2.9,2.9,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/292045_XL1_20250801.jpg,https://www.fairprice.com.sg/product/gardenia-high-fibre-white-bread-400g-292045,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_023.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia White Bread - High Fibre,Gardenia,400g,2.9,2.9,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/292045_LXL1_20250801.jpg,https://www.fairprice.com.sg/product/gardenia-high-fibre-white-bread-400g-292045,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_025.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia White Bread - High Fibre,Gardenia,400g,2.9,2.9,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/292045_BXL1_20250801.jpg,https://www.fairprice.com.sg/product/gardenia-high-fibre-white-bread-400g-292045,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_027.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia-White-Bread (Bing: Gardenia white bread loaf Singapore product packaging),,,,,bing,https://www.boredpanda.com/blog/wp-content/uploads/2023/11/CoSBMZor2d3-png__700.jpg,https://www.boredpanda.com/blog/wp-content/uploads/2023/11/CoSBMZor2d3-png__700.jpg,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_029.jpg,2026-07-09
Gardenia-White-Bread,Bakery,Gardenia-White-Bread (Bing: Gardenia white bread loaf Singapore product packaging),,,,,bing,https://i.pinimg.com/originals/46/90/42/469042bc4a71312d3f8ed06f3cadf5d2.jpg,https://i.pinimg.com/originals/46/90/42/469042bc4a71312d3f8ed06f3cadf5d2.jpg,sg_dataset/images/Bakery/Gardenia-White-Bread/Gardenia-White-Bread_031.jpg,2026-07-09
